1500;228.6;25.4;883.3;1346.2
1500;228.6;76.2;1110.07;1879.6
1500;228.6;127;1056.26;1778
1500;381;25.4;1463.67;2794
1500;381;76.2;1255.47;2133.6
1500;381;127;1637.69;2514.6
1500;533.4;25.4;1472.73;3022.6
1500;533.4;76.2;1786.69;2590.8
1500;533.4;127;1980.14;2870.2
1250;228.6;25.4;1196.53;2032
1250;228.6;76.2;1381.42;2082.8
1250;228.6;127;1201.78;2336.8
1250;381;25.4;1337.81;2717.8
1250;381;76.2;1521.43;2463.8
1250;381;127;1444.25;2209.8
1250;533.4;25.4;1300.14;3276.6
1250;533.4;76.2;1725.29;2489.2
1250;533.4;127;1845.55;2667
1000;228.6;25.4;911.13;2336.8
1000;228.6;76.2;1225.66;2438.4
1000;228.6;127;1425.78;2590.8
1000;381;25.4;1000.77;3276.6
1000;381;76.2;1486.15;2743.2
1000;381;127;1597.07;2336.8
1000;533.4;25.4;1033.83;3784.6
1000;533.4;76.2;1679.39;3683
1000;533.4;127;1687.24;2844.8
750;228.6;25.4;930.96;2768.6
750;228.6;76.2;1254.68;2514.6
750;228.6;127;1171.25;2413
750;381;25.4;950.24;3175
750;381;76.2;1513.81;3098.8
750;381;127;1529.82;2641.6
750;533.4;25.4;1135.16;4521.2
750;533.4;76.2;1624.06;4140.2
750;533.4;127;1658.57;3810
